chave_unica;empresa;codigo;descricao;descricao_padrao;tipo_categoria;conta_inativa;definida_pelo_usuario;id_conta_contabil;tag_conta_contabil;conta_despesa;conta_receita;nao_exibir;natureza;totalizadora;transferencia;codigo_dre;categoria_superior
Consigo_Cred_1.01.98;Consigo_Cred;1.01.98;Seguro - Empréstimos;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.01
Consigo_Cred_1.01.99;Consigo_Cred;1.01.99;TAC - Empréstimos;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.01
Consigo_Cred_1.02;Consigo_Cred;1.02;Receitas Indiretas;Receitas Indiretas;;N;N;;;N;S;N;;S;N;;1
Consigo_Cred_1.02.01;Consigo_Cred;1.02.01;Dividendos Recebidos;Dividendos Recebidos;;N;N;;;N;S;N;Esta categoria deve ser utilizada para receitas provenientes de recebimento de lucros gerados por empresas das quais a sua empresa é dona, ou seja, se a sua empresa é dona ou acionista de outra empresa, quando você receber um repasse que seja originado exclusivamente de lucros gerados após todas as despesas diretas e indiretas pagas, você deve classificar nesta categoria.;N;N;1.11.01;1.02
Consigo_Cred_1.02.02;Consigo_Cred;1.02.02;Rendimentos de Aplicações;Juros de Aplicações;;N;N;3.2.2.02.00004;RENDIMENTO DE APLICAÇÃO FINANCEIRA;N;S;N;Esta categoria deve ser utilizada para registrar uma receita de juros provenientes de uma determinada aplicação financeira ou ganho de capital. Por exemplo: juros obtidos por uma aplicação em ações na bolsa, ou por um fundo de investimento em seu banco.;N;N;1.11.01;1.02
Consigo_Cred_1.02.95;Consigo_Cred;1.02.95;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.02
Consigo_Cred_1.02.96;Consigo_Cred;1.02.96;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.02
Consigo_Cred_1.02.97;Consigo_Cred;1.02.97;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.02
Consigo_Cred_1.02.98;Consigo_Cred;1.02.98;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.02
Consigo_Cred_1.02.99;Consigo_Cred;1.02.99;Locação de Software;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.02
Consigo_Cred_1.03;Consigo_Cred;1.03;Devoluções;Devoluções;;N;N;;;N;S;N;;S;N;;1
Consigo_Cred_1.03.01;Consigo_Cred;1.03.01;Devoluções de Compra de Mercadoria de Revenda;Devoluções de Compra de Mercadoria de Revenda;;N;N;;;N;S;N;Utilize esta categoria para classificar uma entrada de dinheiro proveniente da devolução de uma compra que você fez de mercadoria para revender. Exemplo: você devolve uma determinada compra de produtos ao seu fornecedor e o mesmo lhe devolve o dinheiro que você pagou. Se a sua empresa é exclusivamente prestadora de serviços e não vende produtos, esta categoria pode ser inativada ou desabilitada.;N;N;2.01.02;1.03
Consigo_Cred_1.03.02;Consigo_Cred;1.03.02;Devoluções de Compra de Material de Consumo;Devoluções de Compra de Material de Consumo;;N;N;;;N;S;N;Utilize esta categoria para classificar uma entrada de dinheiro proveniente da devolução de uma compra que você fez de produto para consumo interno. Exemplo: você devolve uma determinada compra de materiais de consumo ao seu fornecedor e o mesmo lhe devolve o dinheiro que você pagou.;N;N;2.01.02;1.03
Consigo_Cred_1.03.03;Consigo_Cred;1.03.03;Devoluções de Compra de Matéria Prima;Devoluções de Compra de Ativo - Máquinas e Equip.;;N;N;;;N;S;N;Utilize esta categoria para classificar uma entrada de dinheiro proveniente da devolução de produtos ou insumos utilizados como matéria prima em sua operação. Exemplo: você devolve uma determinada compra de produtos ao seu fornecedor e o mesmo lhe devolve o dinheiro que você pagou.;N;N;2.01.02;1.03
Consigo_Cred_1.03.04;Consigo_Cred;1.03.04;Devoluções de Compra de Ativo;Devoluções de Compra de Ativo - Veículos;;N;N;;;N;S;N;Utilize esta categoria para classificar uma entrada de dinheiro proveniente da devolução de bens que você fez para ativo. Exemplo: você devolve uma determinada compra de veículo e a concessionária lhe devolve o dinheiro que você pagou.;N;N;;1.03
Consigo_Cred_1.03.26;Consigo_Cred;1.03.26;Devoluções de Compra de Serviços;Devoluções de Compra de Suprimentos de Informática;;N;N;;;N;S;N;Utilize esta categoria para classificar uma entrada de dinheiro proveniente da devolução de uma compra que você fez de serviços. Exemplo: você devolve ou questiona/reclama uma determinada compra de um serviço tomado ao seu fornecedor e o mesmo lhe devolve o dinheiro que você pagou.;N;N;2.01.02;1.03
Consigo_Cred_1.04;Consigo_Cred;1.04;Outras Entradas;Outras Receitas;;N;N;;;N;S;N;;S;N;;1
Consigo_Cred_1.04.01;Consigo_Cred;1.04.01;Adiantamento de Clientes;Adiantamento de Clientes;;N;N;;;N;S;N;Utilize esta categoria para classificar entradas de dinheiro de clientes sobre produtos ou serviços que você ainda não emitiu nota fiscal.;N;N;;1.04
Consigo_Cred_1.04.02;Consigo_Cred;1.04.02;Reembolso Despesas Cisão Equity e ConsigoCred;Reembolso de Despesas;;N;N;;;N;S;N;Utilize esta categoria para classificar entradas de dinheiro advindas de reembolsos de despesas (comprovadas por relatórios de despesas) recebidas de clientes sobre gastos que ocorreram na sua prestação de serviço.;N;N;2.01.02;1.04
Consigo_Cred_1.04.03;Consigo_Cred;1.04.03;Empréstimos Bancários;Empréstimos Bancários;;N;N;;;N;S;N;Utilize esta categoria para identificar lançamentos de entradas de dinheiro advindas de empréstimos que você contraiu.;N;N;;1.04
Consigo_Cred_1.04.04;Consigo_Cred;1.04.04;Aumento de Capital;Aumento de Capital;;N;N;;;N;S;N;Utilize esta categoria para entrada de dinheiro investido pelos os sócios na empresa.;N;N;;1.04
Consigo_Cred_1.04.05;Consigo_Cred;1.04.05;Venda de Participações;Venda de Participações;;S;N;;;N;S;S;Utilize esta categoria para entradas de dinheiro advindo da venda parcial ou total de outras empresas das quais a sua empresa era dona.;N;N;;1.04
Consigo_Cred_1.04.06;Consigo_Cred;1.04.06;Venda de Ativos;Venda de Ativos - Máquinas e Equipamentos;;N;N;;;N;S;N;Utilize esta categoria para identificar receitas de venda de ativos, tais como veículos, máquinas e equipamentos que não foram comprados para revender.;N;N;;1.04
Consigo_Cred_1.04.83;Consigo_Cred;1.04.83;Reembolso Despesas PJ Grupo;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.04
Consigo_Cred_1.04.84;Consigo_Cred;1.04.84;Total Pass - reembolso colaborador;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.04
Consigo_Cred_1.04.85;Consigo_Cred;1.04.85;Cursos e Treinamentos;"&lt;Disponível&gt;";;N;S;3.2.3.04.00026;CURSOS E TREINAMENTOS;N;S;N;;N;N;;1.04
Consigo_Cred_1.04.86;Consigo_Cred;1.04.86;Aporte Heder e Marcelo Cisão;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.04
Consigo_Cred_1.04.87;Consigo_Cred;1.04.87;IRPJ e CSLL retidos;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.04
Consigo_Cred_1.04.88;Consigo_Cred;1.04.88;Telefonia;"&lt;Disponível&gt;";;N;S;3.2.3.04.00003;TELEFONE;N;S;N;;N;N;;1.04
Consigo_Cred_1.04.89;Consigo_Cred;1.04.89;Locação de Software;"&lt;Disponível&gt;";;N;S;3.2.3.04.00030;DESPESAS COM SOFTWARE DE SUPORTE AO CLIENTE;N;S;N;;N;N;;1.04
Consigo_Cred_1.04.90;Consigo_Cred;1.04.90;Taxa de Cessão;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.11.02;1.04
Consigo_Cred_1.04.91;Consigo_Cred;1.04.91;Devolução aporte funding Vogtech;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.04
Consigo_Cred_1.04.92;Consigo_Cred;1.04.92;Imposto s/ juros emprestimos retidos;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.04
Consigo_Cred_1.04.93;Consigo_Cred;1.04.93;Funding;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.04
Consigo_Cred_1.04.94;Consigo_Cred;1.04.94;Estorno Bancario;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.11.01;1.04
Consigo_Cred_1.04.95;Consigo_Cred;1.04.95;Prêmios de Seguros / Sinistros;"&lt;Disponível&gt;";;S;S;;;N;S;S;Utilize esta categoria para classificar uma entrada de dinheiro proveniente do recebimento de um sinistro de seguro. Por exemplo: Se a sua empresa foi indenizada pelo seguro de qualquer ocorrência como: um automóvel que foi furtado, roubo de notebook de um funcionário, roubo do escritório e outros.;N;N;;1.04
Consigo_Cred_1.04.96;Consigo_Cred;1.04.96;Empréstimos Aporte (Entrada);"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.04
Consigo_Cred_1.04.97;Consigo_Cred;1.04.97;Transferência entre Empresas;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.04
Consigo_Cred_1.04.98;Consigo_Cred;1.04.98;Aporte de Capital;"&lt;Disponível&gt;";;N;S;2.3.1.05.00001;APORTE CAPITAL FINANCE;N;S;N;;N;N;;1.04
Consigo_Cred_1.04.99;Consigo_Cred;1.04.99;Transferência entre contas;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.04
Consigo_Cred_1.05;Consigo_Cred;1.05;Empréstimo (Transitória de Entrada);"&lt;Incluir novo grupo de Receita&gt;";;N;S;;;N;S;N;;S;N;;1
Consigo_Cred_1.05.99;Consigo_Cred;1.05.99;Empréstimo - transitorio;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.05
Consigo_Cred_1.06;Consigo_Cred;1.06;Contas Banco para Emprestimo;"&lt;Incluir novo grupo de Receita&gt;";;N;S;;;N;S;N;;S;N;;1
Consigo_Cred_1.06.98;Consigo_Cred;1.06.98;Taxa cessão recebida da consigo;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.06
Consigo_Cred_1.06.99;Consigo_Cred;1.06.99;Aporte investimento em consignado;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.06
Consigo_Cred_1.07;Consigo_Cred;1.07;Movimentação Investidores;"&lt;Incluir novo grupo de Receita&gt;";;N;S;;;N;S;N;;S;N;;1
Consigo_Cred_1.07.96;Consigo_Cred;1.07.96;Transferência recebidas de outras empresas;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.07
Consigo_Cred_1.07.97;Consigo_Cred;1.07.97;Retorno de Juros;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.07
Consigo_Cred_1.07.98;Consigo_Cred;1.07.98;Devolução de Principal;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.07
Consigo_Cred_1.07.99;Consigo_Cred;1.07.99;Aporte para consignados;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.07
Consigo_Cred_2.01;Consigo_Cred;2.01;Despesas Diretas;Despesas Diretas;;N;N;;;S;N;N;;S;N;;2
Consigo_Cred_2.01.01;Consigo_Cred;2.01.01;Compras de Mercadorias para Revenda;Compras de Mercadorias para Revenda;REV;N;N;;;S;N;N;Utilize esta categoria para identificar todas as despesas com compras de produtos para serem revendidos.;N;N;;2.01
Consigo_Cred_2.01.02;Consigo_Cred;2.01.02;Frete;Frete;;N;N;;;S;N;N;Utilize esta categoria para lançamentos de despesas de fretes, como transportadoras, motoboy e correios.;N;N;1.01.03;2.01
Consigo_Cred_2.01.03;Consigo_Cred;2.01.03;Compras de Materia Prima;Compras de Materia Prima;MAT;N;N;;;S;N;N;Utilize esta categoria para identificar todas as despesas com compras de matérias primas ou insumos para produção.;N;N;;2.01
Consigo_Cred_2.01.04;Consigo_Cred;2.01.04;Compra de Serviços;Compra de Serviços;;N;N;;;S;N;N;Utilize esta categoria para identificar todas as despesas de pagamento de serviços tomados de fornecedores - pessoa jurídica.;N;N;1.21.02;2.01
Consigo_Cred_2.01.89;Consigo_Cred;2.01.89;KYC, PIX - Celcoin;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.01
Consigo_Cred_2.01.90;Consigo_Cred;2.01.90;Envio de SMS;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.01
Consigo_Cred_2.01.91;Consigo_Cred;2.01.91;Receitas Diretas;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.01
Consigo_Cred_2.01.92;Consigo_Cred;2.01.92;Transferências com TED;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.21.02;2.01
Consigo_Cred_2.01.93;Consigo_Cred;2.01.93;Transferências com Pix;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.21.02;2.01
Consigo_Cred_2.01.94;Consigo_Cred;2.01.94;Contas ativadas;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.21.02;2.01
Consigo_Cred_2.01.95;Consigo_Cred;2.01.95;Cartões ativos;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.21.02;2.01
Consigo_Cred_2.01.96;Consigo_Cred;2.01.96;Boletos - liquidação;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.21.02;2.01
Consigo_Cred_2.01.97;Consigo_Cred;2.01.97;Boletos - emissão;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.21.02;2.01
Consigo_Cred_2.01.98;Consigo_Cred;2.01.98;Anti-fraude;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.21.02;2.01
Consigo_Cred_2.01.99;Consigo_Cred;2.01.99;Abertura de conta;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.21.02;2.01
Consigo_Cred_2.02;Consigo_Cred;2.02;Despesas de Vendas e Marketing;Despesas de Vendas e Marketing;;N;N;;;S;N;N;;S;N;;2
Consigo_Cred_2.02.01;Consigo_Cred;2.02.01;Comissões;Comissões;;N;N;;;S;N;N;Utilize esta categoria para identificar despesas de pagamento de comissões sobre vendas de seus vendedores internos ou externos. Outras bonificações ou participação em resultados não devem ser classificados aqui.;N;N;1.21.03;2.02
Consigo_Cred_2.02.02;Consigo_Cred;2.02.02;Marketing;Marketing;;N;N;3.2.1.03.00002;PROPAGANDA E PUBLICIDADE;S;N;N;Classifique despesas com a divulgação de seus produtos e serviços a fim de gerar novas vendas.;N;N;2.01.01;2.02
Consigo_Cred_2.02.03;Consigo_Cred;2.02.03;Despesas de Viagens;Despesas de Viagens;;N;N;;;S;N;N;Despesas com viagens da equipe comercial, a fim de gerar novas vendas ou oportunidades de negócio. Despesas com viagens particulares ou para tratar de assuntos não devem ser classificadas aqui.;N;N;2.01.01;2.02
Consigo_Cred_2.02.04;Consigo_Cred;2.02.04;Bonificações;Bonificações;;N;N;;;S;N;N;Despesas com bonificações concedidas a clientes com a finalidade de gerar vendas ou promover seus produtos e serviços.;N;N;1.21.03;2.02
Consigo_Cred_2.02.92;Consigo_Cred;2.02.92;Materiais de propaganda e publicidade;"&lt;Disponível&gt;";;N;S;3.2.1.03.00002;PROPAGANDA E PUBLICIDADE;S;N;N;;N;N;;2.02
Consigo_Cred_2.02.93;Consigo_Cred;2.02.93;Mailing para campanhas;"&lt;Disponível&gt;";;N;S;3.2.1.03.00002;PROPAGANDA E PUBLICIDADE;S;N;N;;N;N;;2.02
Consigo_Cred_2.02.94;Consigo_Cred;2.02.94;Trafégo pago redes sociais;"&lt;Disponível&gt;";;N;S;3.2.1.03.00002;PROPAGANDA E PUBLICIDADE;S;N;N;;N;N;;2.02
Consigo_Cred_2.02.95;Consigo_Cred;2.02.95;Envio de msg Whatsapp;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.02
Consigo_Cred_2.02.96;Consigo_Cred;2.02.96;Reuniões com clientes;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.02
Consigo_Cred_2.02.97;Consigo_Cred;2.02.97;Reembolso KM depto vendas;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.11.01;2.02
Consigo_Cred_2.02.98;Consigo_Cred;2.02.98;Indicação de Serviços;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.01.03;2.02
Consigo_Cred_2.02.99;Consigo_Cred;2.02.99;CSC - Infraestrutura;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.02;2.02
Consigo_Cred_2.03;Consigo_Cred;2.03;Despesas com Pessoal;Despesas com Pessoal;;N;N;;;S;N;N;;S;N;;2
Consigo_Cred_2.03.01;Consigo_Cred;2.03.01;Salários;Salários;;N;N;2.1.3.01.00001;SALÁRIOS E ORDENADOS A PAGAR;S;N;N;Despesas com salários do pessoal da empresa.;N;N;2.11.01;2.03
Consigo_Cred_2.03.02;Consigo_Cred;2.03.02;Adiantamento;Adiantamento;;N;N;;;S;N;N;Despesas com adiantamento de salário do pessoal da empresa. Adiantamentos de férias não devem ser lançados aqui.;N;N;2.11.01;2.03
Consigo_Cred_2.03.03;Consigo_Cred;2.03.03;Férias;Férias;;N;N;;;S;N;N;Despesas com adiantamento de férias e férias do pessoal da empresa.;N;N;2.11.01;2.03
Consigo_Cred_2.03.04;Consigo_Cred;2.03.04;Rescisões;Rescisões;;N;N;2.1.3.01.00005;RESCISÕES A PAGAR;S;N;N;Despesas com rescisão de pessoal da empresa.;N;N;2.11.01;2.03
Consigo_Cred_2.03.05;Consigo_Cred;2.03.05;13º Salário;13º Salário;;N;N;2.1.3.01.00008;13º SALARIO A PAGAR;S;N;N;;N;N;2.11.01;2.03
Consigo_Cred_2.03.06;Consigo_Cred;2.03.06;INSS;INSS;;N;N;2.1.3.02.00001;INSS A RECOLHER;S;N;N;Pagamento de INSS sobre a folha de pagamento do pessoal da empresa.;N;N;2.11.01;2.03
Consigo_Cred_2.03.07;Consigo_Cred;2.03.07;FGTS;FGTS;;N;N;2.1.3.02.00002;FGTS A RECOLHER;S;N;N;Pagamento de Fundo de Garantia dos empregados da empresa.;N;N;2.11.01;2.03
Consigo_Cred_2.03.08;Consigo_Cred;2.03.08;Irrf - Folha De Pagamento;IRRF;;N;N;2.1.3.02.00004;IRRF S/FOLHA;S;N;N;Pagamento de Imposto de Renda sobre a folha de pagamento.;N;N;2.11.01;2.03
Consigo_Cred_2.03.09;Consigo_Cred;2.03.09;Pensão Alimentícia;Pensão Alimentícia;;N;N;;;S;N;N;Despesas com pensão alimentícia ou judicial do pessoal da empresa.;N;N;2.11.01;2.03
Consigo_Cred_2.03.10;Consigo_Cred;2.03.10;Assistência Médica;Assistência Médica;;N;N;;;S;N;N;Despesas com benefício de assistência médica do pessoal da empresa.;N;N;2.11.01;2.03
Consigo_Cred_2.03.11;Consigo_Cred;2.03.11;Vale Transporte;Vale Transporte;;N;N;3.2.3.01.00010;VALE TRANSPORTE;S;N;N;Despesas com benefício de vale transporte do pessoal da empresa.;N;N;2.11.01;2.03
Consigo_Cred_2.03.12;Consigo_Cred;2.03.12;Vale Alimentação / Refeição;Vale Refeição;;N;N;3.2.3.01.00012;DESPESAS COM ALIMENTAÇÃO EMPREGADOS;S;N;N;Despesas com benefício de vale refeição do pessoal da empresa.;N;N;2.11.01;2.03
Consigo_Cred_2.03.13;Consigo_Cred;2.03.13;Seguro de Vida;Seguro de Vida;;N;N;;;S;N;N;Despesas com benefício de seguro de vida do pessoal da empresa.;N;N;2.11.01;2.03
Consigo_Cred_2.03.14;Consigo_Cred;2.03.14;Outros Benefícios;Outros Benefícios;;N;N;;;S;N;N;Utilize esta categoria para classificar as despesas com outros benefícios, não relacionados nas demais categorias, do pessoal da empresa.;N;N;2.11.01;2.03
Consigo_Cred_2.03.93;Consigo_Cred;2.03.93;Total Pass;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.03
Consigo_Cred_2.03.94;Consigo_Cred;2.03.94;Sindicato - Securitização;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.03
Consigo_Cred_2.03.95;Consigo_Cred;2.03.95;Premiação pós 90 dias;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.03
Consigo_Cred_2.03.96;Consigo_Cred;2.03.96;Plano de Saúde;"&lt;Disponível&gt;";;N;S;3.2.3.01.00018;PLANO DE SAÚDE;S;N;N;;N;N;;2.03
Consigo_Cred_2.03.97;Consigo_Cred;2.03.97;CSC - Folha de Pagamento;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.01;2.03
Consigo_Cred_2.03.98;Consigo_Cred;2.03.98;Despesas Admissional e Demissão;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.01;2.03
Consigo_Cred_2.03.99;Consigo_Cred;2.03.99;Estagiário;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.01;2.03
Consigo_Cred_2.04;Consigo_Cred;2.04;Despesas Administrativas;Despesas Administrativas;;N;N;;;S;N;N;;S;N;;2
Consigo_Cred_2.04.01;Consigo_Cred;2.04.01;Aluguel;Aluguel;;N;N;3.2.3.02.00001;ALUGUÉIS DE IMÓVEIS;S;N;N;Utilize esta categoria para identificar as despesas de aluguel da empresa. Despesas de reforma, condomínio e outras contas não devem ser lançadas aqui.;N;N;2.11.02;2.04
Consigo_Cred_2.04.02;Consigo_Cred;2.04.02;Condomínio;Condomínio;;N;N;;;S;N;N;Utilize esta categoria para as contas de condomínio dos imóveis alugados ou próprios da empresa.;N;N;2.11.02;2.04
Consigo_Cred_2.04.03;Consigo_Cred;2.04.03;Água e Esgoto;Água e Esgoto;;N;N;;;S;N;N;Utilize esta categoria para classificar contas de água e esgoto da empresa.;N;N;2.11.02;2.04
Consigo_Cred_2.04.04;Consigo_Cred;2.04.04;Energia Elétrica;Energia Elétrica;;N;N;3.2.3.04.00001;ENERGIA ELÉTRICA;S;N;N;Utilize esta categoria para classificar contas de energia elétrica da empresa.;N;N;2.11.02;2.04
Consigo_Cred_2.04.05;Consigo_Cred;2.04.05;Telefonia;Telefonia;;N;N;3.2.3.04.00003;TELEFONE;S;N;N;Utilize esta categoria para classificar contas de telefonia móvel e fixa da empresa.;N;N;2.11.02;2.04
Consigo_Cred_2.04.06;Consigo_Cred;2.04.06;Material de Escritório;Material de Escritório;USO;N;N;3.2.3.04.00006;MATERIAL DE ESCRITÓRIO;S;N;N;Utilize esta categoria para pagamento de compras de material de escritório, limpeza e similares, desde que não sejam compras destinadas à revenda ou industrialização.;N;N;2.11.02;2.04
Consigo_Cred_2.04.07;Consigo_Cred;2.04.07;Manutenção de Imobilizado;Manutenção de Imobilizado;;N;N;;;S;N;N;Utilize esta categoria para pagamento de serviços de manutenção em suas máquinas, equipamentos e móveis, assim como reformas em imóveis de sua propriedade.;N;N;2.11.02;2.04
Consigo_Cred_2.04.08;Consigo_Cred;2.04.08;Seguros;Seguros;;N;N;3.2.3.04.00005;SEGUROS;S;N;N;Utilize esta categoria para as despesas de seguros contratados de todos os tipos, exceto benefício de seguro de vida a empregados, que deve ser classificado em Benefícios.;N;N;2.11.02;2.04
Consigo_Cred_2.04.09;Consigo_Cred;2.04.09;IPTU;IPTU;;N;N;;;S;N;N;Utilize esta categoria para pagamento de guias de recolhimento de IPTU.;N;N;2.11.02;2.04
Consigo_Cred_2.04.10;Consigo_Cred;2.04.10;Contabilidade;Contabilidade;;N;N;;;S;N;N;Utilize esta categoria para pagamentos de honorários e outras despesas relacionadas ao seu contador.;N;N;2.11.02;2.04
Consigo_Cred_2.04.11;Consigo_Cred;2.04.11;Advogados;Advogados;;N;N;;;S;N;N;Utilize esta categoria para pagamentos de honorários e outras despesas relacionadas ao seu advogado.;N;N;2.11.02;2.04
Consigo_Cred_2.04.12;Consigo_Cred;2.04.12;Chaveiro;Auditorias;;N;N;;;S;N;N;;N;N;2.11.02;2.04
Consigo_Cred_2.04.13;Consigo_Cred;2.04.13;Segurança;Segurança;;N;N;;;S;N;N;Utilize esta categoria para classificar as despesas referentes a serviços terceirizados de Segurança.;N;N;2.11.02;2.04
Consigo_Cred_2.04.14;Consigo_Cred;2.04.14;Limpeza;Limpeza;;N;N;;;S;N;N;Utilize esta categoria para classificar as despesas referentes a serviços terceirizados de Limpeza.;N;N;2.11.02;2.04
Consigo_Cred_2.04.85;Consigo_Cred;2.04.85;Estacionamento;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.04
Consigo_Cred_2.04.86;Consigo_Cred;2.04.86;Alimentação em Viagens e Eventos;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.04
Consigo_Cred_2.04.87;Consigo_Cred;2.04.87;Transporte por aplicativo;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.04
Consigo_Cred_2.04.88;Consigo_Cred;2.04.88;Suporte Técnico Informática;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.04
Consigo_Cred_2.04.89;Consigo_Cred;2.04.89;Certificado Digital;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.04
Consigo_Cred_2.04.90;Consigo_Cred;2.04.90;Cursos e Treinamentos;"&lt;Disponível&gt;";;N;N;3.2.3.04.00026;CURSOS E TREINAMENTOS;S;N;N;;N;N;;2.04
Consigo_Cred_2.04.91;Consigo_Cred;2.04.91;Hospedagem e Passagens;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.04
Consigo_Cred_2.04.92;Consigo_Cred;2.04.92;Condomínio ALLDAX;"&lt;Disponível&gt;";;N;S;3.2.3.04.00016;DESPESAS COM CONDOMÍNIO;S;N;N;;N;N;2.11.02;2.04
Consigo_Cred_2.04.93;Consigo_Cred;2.04.93;Renovação de Licença;"&lt;Disponível&gt;";;N;S;3.2.3.04.00035;DESPESAS COM LICENÇA DE SOFTWARE;S;N;N;;N;N;;2.04
Consigo_Cred_2.04.94;Consigo_Cred;2.04.94;Verba para Clientes (Patrocínios);"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.02;2.04
Consigo_Cred_2.04.95;Consigo_Cred;2.04.95;Manutenção de Equipamentos;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.02;2.04
Consigo_Cred_2.04.96;Consigo_Cred;2.04.96;Honorários Advocatícios;"&lt;Disponível&gt;";;N;S;3.2.3.04.00032;HONORÁRIOS ADVOCATÍCIOS;S;N;N;;N;N;2.11.02;2.04
Consigo_Cred_2.04.97;Consigo_Cred;2.04.97;Taxas e emolumentos;"&lt;Disponível&gt;";;N;S;3.2.3.03.00005;TAXAS JUNTA COMERCIAL;S;N;N;;N;N;2.11.02;2.04
Consigo_Cred_2.04.98;Consigo_Cred;2.04.98;Hospedagem de Site;"&lt;Disponível&gt;";;N;S;3.2.3.04.00036;DESPESA COM HOSPEDAGEM DE SITE;S;N;N;;N;N;2.11.02;2.04
Consigo_Cred_2.04.99;Consigo_Cred;2.04.99;Locação de Software;"&lt;Disponível&gt;";;N;S;3.2.3.04.00030;DESPESAS COM SOFTWARE DE SUPORTE AO CLIENTE;S;N;N;;N;N;2.11.02;2.04
Consigo_Cred_2.05;Consigo_Cred;2.05;Despesas Financeiras / Bancos;Despesas Financeiras / Bancos;;N;N;;;S;N;N;;S;N;;2
Consigo_Cred_2.05.01;Consigo_Cred;2.05.01;Juros sobre Empréstimo;Juros sobre Empréstimos;;N;N;;;S;N;N;Utilize esta categoria para as despesas de juros cobrados por empréstimos que a empresa contratou.;N;N;2.11.03;2.05
