chave_unica;empresa;codigo;descricao;descricao_padrao;tipo_categoria;conta_inativa;definida_pelo_usuario;id_conta_contabil;tag_conta_contabil;conta_despesa;conta_receita;nao_exibir;natureza;totalizadora;transferencia;codigo_dre;categoria_superior
Consigo_Cred_2.05.02;Consigo_Cred;2.05.02;Multas;Multas;;N;N;;;S;N;N;Utilize esta categoria para as despesas de multa.;N;N;2.11.03;2.05
Consigo_Cred_2.05.03;Consigo_Cred;2.05.03;Pagamento de Empréstimos;Pagamento de Empréstimos;;N;N;;;S;N;N;Utilize esta categoria para pagamento de empréstimos contratados ao credor. O valor do lançamento deve conter apenas o principal. O valor dos juros deve ser lançado na categoria de Juros sobre Empréstimos.;N;N;;2.05
Consigo_Cred_2.05.04;Consigo_Cred;2.05.04;Tarifas Bancárias;Tarifas Bancárias;;N;N;;;S;N;N;Utilize esta categoria para as despesas de tarifas bancárias diversas.;N;N;2.11.03;2.05
Consigo_Cred_2.05.94;Consigo_Cred;2.05.94;Taxa CCB (Fixo mensal);"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.05
Consigo_Cred_2.05.95;Consigo_Cred;2.05.95;Taxa de Cessão;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.01.01;2.05
Consigo_Cred_2.05.96;Consigo_Cred;2.05.96;Retenção Celcoin;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.01.01;2.05
Consigo_Cred_2.05.97;Consigo_Cred;2.05.97;Estorno de Lançamento;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.05
Consigo_Cred_2.05.98;Consigo_Cred;2.05.98;Empréstimos Aporte (Saída);"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.05
Consigo_Cred_2.05.99;Consigo_Cred;2.05.99;Reembolso Despesas p/ Sócios;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.01.01;2.05
Consigo_Cred_2.06;Consigo_Cred;2.06;Impostos e Taxas;Impostos e Taxas;;N;N;;;S;N;N;;S;N;;2
Consigo_Cred_2.06.01;Consigo_Cred;2.06.01;ICMS;ICMS;;N;N;;;S;N;N;"Utilize esta categoria para as guias de recolhimento de ICMS a pagar. Caso a empresa seja exclusivamente prestadora de serviços e não possua inscrição estadual, você pode clicar na opção de &quot;não pretendo utilizar&quot;.";N;N;;2.06
Consigo_Cred_2.06.02;Consigo_Cred;2.06.02;IPI;IPI;;N;N;;;S;N;N;"Utilize esta categoria para as guias de recolhimento de IPI a pagar. Caso a empresa seja exclusivamente comercial ou prestadora de serviços e não uma indústria, você pode clicar na opção de &quot;não pretendo utilizar&quot;.";N;N;;2.06
Consigo_Cred_2.06.03;Consigo_Cred;2.06.03;PIS;PIS;;N;N;;;S;N;N;Utilize esta categoria para classificar as guias de pagamento de PIS.;N;N;1.01.02;2.06
Consigo_Cred_2.06.04;Consigo_Cred;2.06.04;COFINS;COFINS;;N;N;;;S;N;N;Utilize esta categoria para classificar as guias de pagamento de COFINS.;N;N;1.01.02;2.06
Consigo_Cred_2.06.05;Consigo_Cred;2.06.05;IRPJ;IRPJ;;N;N;;;S;N;N;Utilize esta categoria para classificar as guias de pagamento de Imposto de Renda - Pessoa Jurídica.;N;N;;2.06
Consigo_Cred_2.06.06;Consigo_Cred;2.06.06;CSLL;Contribuição Social;;N;N;;;S;N;N;Utilize esta categoria para classificar as guias de pagamento de Contribuição Social.;N;N;;2.06
Consigo_Cred_2.06.07;Consigo_Cred;2.06.07;Iss;ISS;;N;N;;;S;N;N;"Utilize esta categoria para classificar as guias de pagamento de ISS. Caso a empresa não seja prestadora de serviços e não possua inscrição municipal, você pode clicar na opção de &quot;não pretendo utilizar&quot;.";N;N;;2.06
Consigo_Cred_2.06.95;Consigo_Cred;2.06.95;IOF;"&lt;Disponível&gt;";;N;S;;;S;N;N;Utilize esta categoria para classificar o imposto incidido nas movimentações financeiras;N;N;;2.06
Consigo_Cred_2.06.96;Consigo_Cred;2.06.96;Comissão de Vendas;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.01.03;2.06
Consigo_Cred_2.06.97;Consigo_Cred;2.06.97;IRRF;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.01.02;2.06
Consigo_Cred_2.06.98;Consigo_Cred;2.06.98;CRF;"&lt;Disponível&gt;";;N;S;;;S;N;N;RETENÇÃO NA FONTE DOS IMPOSTOS FEDERAIS¿ - ¿CSRF (Contribuições Sociais Retidas na Fonte);N;N;1.01.02;2.06
Consigo_Cred_2.06.99;Consigo_Cred;2.06.99;Simples Nacional (DAS);"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.06
Consigo_Cred_2.07;Consigo_Cred;2.07;Investimento;Investimento;;N;N;;;S;N;N;;S;N;;2
Consigo_Cred_2.07.01;Consigo_Cred;2.07.01;Máquinas e Equipamentos;Máquinas e Equipamentos;;N;N;;;S;N;N;Utilize esta categoria para os pagamentos de compras de máquinas ou equipamentos em nome da empresa desde que não sejam destinados à revenda ou industrialização.;N;N;3.01.01;2.07
Consigo_Cred_2.07.02;Consigo_Cred;2.07.02;Veículos;Veículos;;N;N;;;S;N;N;Utilize esta categoria para os pagamentos de compras de veículos em nome da empresa desde que não sejam destinados à revenda ou industrialização.;N;N;;2.07
Consigo_Cred_2.07.03;Consigo_Cred;2.07.03;Instalações;Instalações;;N;N;;;S;N;N;Utilize esta categoria para os pagamentos de investimentos com instalações.;N;N;;2.07
Consigo_Cred_2.07.04;Consigo_Cred;2.07.04;Equipamentos de Informática;Equipamentos de Informática;;N;N;;;S;N;N;Utilize esta categoria para os pagamentos de compras de equipamentos de informática em nome da empresa desde que não sejam destinados à revenda ou industrialização.;N;N;;2.07
Consigo_Cred_2.07.05;Consigo_Cred;2.07.05;Móveis e Utensílios;Móveis e Utensílios;;N;N;;;S;N;N;Utilize esta categoria para os pagamentos de compras de móveis e utensílios em nome da empresa desde que não sejam destinados à revenda ou industrialização.;N;N;;2.07
Consigo_Cred_2.07.06;Consigo_Cred;2.07.06;Comunicação;Comunicação;;N;N;;;S;N;N;Utilize esta categoria para os pagamentos de investimentos com comunicação.;N;N;;2.07
Consigo_Cred_2.07.98;Consigo_Cred;2.07.98;Desenvolvimento de Software;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.07
Consigo_Cred_2.07.99;Consigo_Cred;2.07.99;Computadores - Desktop ou Notebook;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.07
Consigo_Cred_2.08;Consigo_Cred;2.08;Outras Despesas;Outras Despesas;;N;N;;;S;N;N;;S;N;;2
Consigo_Cred_2.08.01;Consigo_Cred;2.08.01;Adiantamento a Fornecedores;Adiantamento a Fornecedores;;N;N;;;S;N;N;Utilize esta categoria para classificar adiantamentos de dinheiro que sejam feitos a fornecedores por conta de serviços ou produtos a serem faturados futuramente.;N;N;;2.08
Consigo_Cred_2.08.02;Consigo_Cred;2.08.02;Confraternização;Demais Despesas;;N;N;;;S;N;N;Utilize esta categoria para classificar as demais despesas não relacionadas nas categorias acima.;N;N;2.11.02;2.08
Consigo_Cred_2.08.93;Consigo_Cred;2.08.93;Fee - Intermediação Financeira;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.08
Consigo_Cred_2.08.94;Consigo_Cred;2.08.94;Brindes para clientes;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.08
Consigo_Cred_2.08.95;Consigo_Cred;2.08.95;Custo de Sinistralidade;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.21.03;2.08
Consigo_Cred_2.08.96;Consigo_Cred;2.08.96;Transferência entre Empresas;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.08
Consigo_Cred_2.08.97;Consigo_Cred;2.08.97;Aquisição de cotas (dissolução);"&lt;Disponível&gt;";;S;S;;;S;N;S;;N;N;;2.08
Consigo_Cred_2.08.98;Consigo_Cred;2.08.98;Outras Despesas;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.02;2.08
Consigo_Cred_2.08.99;Consigo_Cred;2.08.99;Serviços prestados por PJ;"&lt;Disponível&gt;";SRV;N;S;;;S;N;N;;N;N;;2.08
Consigo_Cred_2.09;Consigo_Cred;2.09;Devoluções de Vendas;Devoluções de Vendas;;N;N;;;S;N;N;;S;N;;2
Consigo_Cred_2.09.01;Consigo_Cred;2.09.01;Devoluções de Vendas de Mercadoria;Devoluções de Vendas de Mercadoria;;N;N;;;S;N;N;;N;N;1.01.03;2.09
Consigo_Cred_2.09.02;Consigo_Cred;2.09.02;Devoluções de Vendas de Serviços Prestados;Devoluções de Vendas de Serviços Prestados;;N;N;;;S;N;N;;N;N;1.01.03;2.09
Consigo_Cred_2.09.03;Consigo_Cred;2.09.03;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.09
Consigo_Cred_2.09.04;Consigo_Cred;2.09.04;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.09
Consigo_Cred_2.09.05;Consigo_Cred;2.09.05;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.09
Consigo_Cred_2.10;Consigo_Cred;2.10;Despesas Financeiras;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Consigo_Cred_2.11;Consigo_Cred;2.11;Outras Saídas;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Consigo_Cred_2.11.94;Consigo_Cred;2.11.94;IRPJ e CSLL retidos;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.11
Consigo_Cred_2.11.95;Consigo_Cred;2.11.95;Aporte conta funding;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.11
Consigo_Cred_2.11.96;Consigo_Cred;2.11.96;Funding;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.11
Consigo_Cred_2.11.97;Consigo_Cred;2.11.97;Repasse taxa de cessão;"&lt;Disponível&gt;";;S;S;;;S;N;S;;N;N;;2.11
Consigo_Cred_2.11.98;Consigo_Cred;2.11.98;Transferência entre contas;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.11
Consigo_Cred_2.11.99;Consigo_Cred;2.11.99;Aquisição de cotas (dissolução);"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.11
Consigo_Cred_2.12;Consigo_Cred;2.12;Empréstimo (Transitória de Saída);"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Consigo_Cred_2.12.98;Consigo_Cred;2.12.98;Juros Sobre Empréstimos Consignados;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.12
Consigo_Cred_2.12.99;Consigo_Cred;2.12.99;Empréstimo - transitorio;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.12
Consigo_Cred_2.13;Consigo_Cred;2.13;Contas Banco para Emprestimo;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Consigo_Cred_2.13.98;Consigo_Cred;2.13.98;Repasse taxa de cessão;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.13
Consigo_Cred_2.13.99;Consigo_Cred;2.13.99;Taxa cessão devolvida para Consigo;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.13
Consigo_Cred_2.14;Consigo_Cred;2.14;Movimentação Investidores;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Consigo_Cred_2.14.94;Consigo_Cred;2.14.94;Aporte Heder e Marcelo Cisão;"&lt;Disponível&gt;";;S;S;;;S;N;S;;N;N;;2.14
Consigo_Cred_2.14.95;Consigo_Cred;2.14.95;Devolução Principal;"&lt;Disponível&gt;";;N;S;;;S;N;N;Utilizado para ajustes, de forma que fique deduzindo da conta de mesmo nome nas entradas;N;N;;2.14
Consigo_Cred_2.14.96;Consigo_Cred;2.14.96;Juros Compra carteira de empréstimos;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.14
Consigo_Cred_2.14.97;Consigo_Cred;2.14.97;Compra carteira de empréstimos;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.14
Consigo_Cred_2.14.98;Consigo_Cred;2.14.98;Transferência realizadas pra outras empresas;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.14
Consigo_Cred_2.14.99;Consigo_Cred;2.14.99;Empréstimos Liberados;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.14
Concimed_0.01;Concimed;0.01;Aluguel/Condomínio;Transferência;;N;N;;;N;N;N;;S;S;;0
Concimed_0.01.01;Concimed;0.01.01;Entrada de Transferência;Entrada de Transferência;;N;N;;;N;S;S;;N;S;;0.01
Concimed_0.01.02;Concimed;0.01.02;Saída de Transferência;Saída de Transferência;;N;N;;;S;N;S;;N;S;;0.01
Concimed_1.01;Concimed;1.01;Receitas Diretas;Receitas Diretas;;N;N;;;N;S;N;;S;N;;1
Concimed_1.01.01;Concimed;1.01.01;Clientes - Venda de Mercadoria Fabricadas;Clientes - Venda de Mercadoria Fabricadas;;N;N;;;N;S;N;Esta categoria deve ser utilizada para receitas provenientes de vendas de produtos fabricados.;N;N;1.01.01;1.01
Concimed_1.01.02;Concimed;1.01.02;Clientes - Serviços Prestados;Clientes - Serviços Prestados;;N;N;;;N;S;N;Esta categoria deve ser utilizada para receitas provenientes de serviços prestados a clientes. Não utilizar caso existam produtos envolvidos na prestação de serviços.;N;N;1.01.01;1.01
Concimed_1.01.03;Concimed;1.01.03;Clientes - Revenda de Mercadoria;Clientes - Revenda de Mercadoria;;N;N;;;N;S;N;Esta categoria deve ser utilizada para receitas provenientes de revendas de produtos.;N;N;1.01.01;1.01
Concimed_1.01.95;Concimed;1.01.95;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.01
Concimed_1.01.96;Concimed;1.01.96;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.01
Concimed_1.01.97;Concimed;1.01.97;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.01
Concimed_1.01.98;Concimed;1.01.98;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.01
Concimed_1.01.99;Concimed;1.01.99;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.01
Concimed_1.02;Concimed;1.02;Receitas Indiretas;Receitas Indiretas;;N;N;;;N;S;N;;S;N;;1
Concimed_1.02.01;Concimed;1.02.01;Dividendos Recebidos;Dividendos Recebidos;;N;N;1.1.2.01.00001;CLIENTES DIVERSOS;N;S;N;Esta categoria deve ser utilizada para receitas provenientes de recebimento de lucros gerados por empresas das quais a sua empresa é dona, ou seja, se a sua empresa é dona ou acionista de outra empresa, quando você receber um repasse que seja originado exclusivamente de lucros gerados após todas as despesas diretas e indiretas pagas, você deve classificar nesta categoria.;N;N;1.11.01;1.02
Concimed_1.02.02;Concimed;1.02.02;Rendimentos de Aplicações;Juros de Aplicações;;N;N;;;N;S;N;Esta categoria deve ser utilizada para registrar uma receita de juros provenientes de uma determinada aplicação financeira ou ganho de capital. Por exemplo: juros obtidos por uma aplicação em ações na bolsa, ou por um fundo de investimento em seu banco.;N;N;1.11.01;1.02
Concimed_1.02.95;Concimed;1.02.95;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.02
Concimed_1.02.96;Concimed;1.02.96;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.02
Concimed_1.02.97;Concimed;1.02.97;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.02
Concimed_1.02.98;Concimed;1.02.98;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.02
Concimed_1.02.99;Concimed;1.02.99;Impostos não retidos;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.11.02;1.02
Concimed_1.03;Concimed;1.03;Devoluções;Devoluções;;N;N;;;N;S;N;;S;N;;1
Concimed_1.03.01;Concimed;1.03.01;Devoluções de Compra de Mercadoria de Revenda;Devoluções de Compra de Mercadoria de Revenda;;N;N;;;N;S;N;Utilize esta categoria para classificar uma entrada de dinheiro proveniente da devolução de uma compra que você fez de mercadoria para revender. Exemplo: você devolve uma determinada compra de produtos ao seu fornecedor e o mesmo lhe devolve o dinheiro que você pagou. Se a sua empresa é exclusivamente prestadora de serviços e não vende produtos, esta categoria pode ser inativada ou desabilitada.;N;N;2.01.02;1.03
Concimed_1.03.02;Concimed;1.03.02;Devoluções de Compra de Material de Consumo;Devoluções de Compra de Material de Consumo;;N;N;;;N;S;N;Utilize esta categoria para classificar uma entrada de dinheiro proveniente da devolução de uma compra que você fez de produto para consumo interno. Exemplo: você devolve uma determinada compra de materiais de consumo ao seu fornecedor e o mesmo lhe devolve o dinheiro que você pagou.;N;N;2.01.02;1.03
Concimed_1.03.03;Concimed;1.03.03;Devoluções de Compra de Matéria Prima;Devoluções de Compra de Ativo - Máquinas e Equip.;;N;N;;;N;S;N;Utilize esta categoria para classificar uma entrada de dinheiro proveniente da devolução de produtos ou insumos utilizados como matéria prima em sua operação. Exemplo: você devolve uma determinada compra de produtos ao seu fornecedor e o mesmo lhe devolve o dinheiro que você pagou.;N;N;2.01.02;1.03
Concimed_1.03.04;Concimed;1.03.04;Devoluções de Compra de Ativo;Devoluções de Compra de Ativo - Veículos;;N;N;;;N;S;N;Utilize esta categoria para classificar uma entrada de dinheiro proveniente da devolução de bens que você fez para ativo. Exemplo: você devolve uma determinada compra de veículo e a concessionária lhe devolve o dinheiro que você pagou.;N;N;;1.03
Concimed_1.03.26;Concimed;1.03.26;Devoluções de Compra de Serviços;Devoluções de Compra de Suprimentos de Informática;;N;N;;;N;S;N;Utilize esta categoria para classificar uma entrada de dinheiro proveniente da devolução de uma compra que você fez de serviços. Exemplo: você devolve ou questiona/reclama uma determinada compra de um serviço tomado ao seu fornecedor e o mesmo lhe devolve o dinheiro que você pagou.;N;N;2.01.02;1.03
Concimed_1.04;Concimed;1.04;Outras Entradas;Outras Receitas;;N;N;;;N;S;N;;S;N;;1
Concimed_1.04.01;Concimed;1.04.01;Adiantamento de Clientes;Adiantamento de Clientes;;N;N;;;N;S;N;Utilize esta categoria para classificar entradas de dinheiro de clientes sobre produtos ou serviços que você ainda não emitiu nota fiscal.;N;N;;1.04
Concimed_1.04.02;Concimed;1.04.02;Reembolso Plano Saude - Ex_Colaboradores;Reembolso de Despesas;;N;N;;;N;S;N;Utilize esta categoria para classificar entradas de dinheiro advindas de reembolsos de despesas (comprovadas por relatórios de despesas) recebidas de clientes sobre gastos que ocorreram na sua prestação de serviço.;N;N;2.01.02;1.04
Concimed_1.04.03;Concimed;1.04.03;Empréstimos Bancários;Empréstimos Bancários;;N;N;;;N;S;N;Utilize esta categoria para identificar lançamentos de entradas de dinheiro advindas de empréstimos que você contraiu.;N;N;;1.04
Concimed_1.04.04;Concimed;1.04.04;Aumento de Capital;Aumento de Capital;;S;N;;;N;S;S;Utilize esta categoria para entrada de dinheiro investido pelos os sócios na empresa.;N;N;;1.04
Concimed_1.04.05;Concimed;1.04.05;Venda de Participações;Venda de Participações;;S;N;;;N;S;S;Utilize esta categoria para entradas de dinheiro advindo da venda parcial ou total de outras empresas das quais a sua empresa era dona.;N;N;;1.04
Concimed_1.04.06;Concimed;1.04.06;Venda de Ativos;Venda de Ativos - Máquinas e Equipamentos;;N;N;;;N;S;N;Utilize esta categoria para identificar receitas de venda de ativos, tais como veículos, máquinas e equipamentos que não foram comprados para revender.;N;N;;1.04
Concimed_1.04.95;Concimed;1.04.95;Prêmios de Seguros / Sinistros;"&lt;Disponível&gt;";;S;S;;;N;S;S;Utilize esta categoria para classificar uma entrada de dinheiro proveniente do recebimento de um sinistro de seguro. Por exemplo: Se a sua empresa foi indenizada pelo seguro de qualquer ocorrência como: um automóvel que foi furtado, roubo de notebook de um funcionário, roubo do escritório e outros.;N;N;;1.04
Concimed_1.04.96;Concimed;1.04.96;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.04
Concimed_1.04.97;Concimed;1.04.97;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.04
Concimed_1.04.98;Concimed;1.04.98;Estorno de cartão de crédito;"&lt;Disponível&gt;";;N;S;;;N;S;N;Estorno de cartão de crédito;N;N;;1.04
Concimed_1.04.99;Concimed;1.04.99;Reembolso - Multa de Transito;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.04
Concimed_1.05;Concimed;1.05;Contas em Trânsito - Entradas;"&lt;Incluir novo grupo de Receita&gt;";;N;S;;;N;S;N;;S;N;;1
Concimed_1.05.94;Concimed;1.05.94;Ressarcimento de contas - CSC;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.05
Concimed_1.05.95;Concimed;1.05.95;Recebimento de Contas de Clientes;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.05
Concimed_1.05.96;Concimed;1.05.96;Pendencia de conciliação;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.05
Concimed_1.05.97;Concimed;1.05.97;Transferência entre Contas - Entrada;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.05
Concimed_1.05.98;Concimed;1.05.98;Recebimento Indevido;"&lt;Disponível&gt;";;N;S;;;N;S;N;A empresa recebeu de algum cliente/fornecedor um valor indevido. Precisa devolver ao cliente/fornecedor esse valor que será colocado na conta Devolução de Recebimento Indevido.;N;N;;1.05
Concimed_1.05.99;Concimed;1.05.99;Devolução de Pagamento Indevido;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.05
Concimed_1.06;Concimed;1.06;Aporte;"&lt;Incluir novo grupo de Receita&gt;";;N;S;;;N;S;N;;S;N;;1
Concimed_1.06.97;Concimed;1.06.97;Rendimento de Aplicação;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.06
Concimed_1.06.98;Concimed;1.06.98;Mútuo Financeiro - Saída;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.06
Concimed_1.06.99;Concimed;1.06.99;Aporte de Capital;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.06
Concimed_1.07;Concimed;1.07;Receita financeira;"&lt;Incluir novo grupo de Receita&gt;";;N;S;;;N;S;N;;S;N;;1
Concimed_1.07.99;Concimed;1.07.99;Devolução de crédito - SVR;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.07
Concimed_1.08;Concimed;1.08;Triangulação - CSC - Entrada;"&lt;Incluir novo grupo de Receita&gt;";;N;S;;;N;S;N;;S;N;;1
Concimed_1.08.99;Concimed;1.08.99;CSC - Triangulação - Entrada;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.08
Concimed_2.01;Concimed;2.01;Despesas Diretas;Despesas Diretas;;N;N;;;S;N;N;;S;N;;2
Concimed_2.01.01;Concimed;2.01.01;Compras de Mercadorias para Revenda;Compras de Mercadorias para Revenda;REV;N;N;;;S;N;N;Utilize esta categoria para identificar todas as despesas com compras de produtos para serem revendidos.;N;N;;2.01
Concimed_2.01.02;Concimed;2.01.02;Frete;Frete;;N;N;;;S;N;N;Utilize esta categoria para lançamentos de despesas de fretes, como transportadoras, motoboy e correios.;N;N;1.01.03;2.01
